Time,Agent,x,y,Energy
1,grass,0,1,
1,grass,0,2,
1,grass,0,4,
1,grass,0,8,
1,grass,0,10,
1,grass,0,13,
1,grass,0,16,
1,grass,0,19,
1,grass,0,20,
1,grass,0,24,
1,grass,0,25,
1,grass,0,26,
1,grass,0,27,
1,grass,0,28,
1,grass,0,31,
1,grass,0,32,
1,grass,0,33,
1,grass,0,40,
1,grass,0,44,
1,grass,0,46,
1,grass,1,0,
1,grass,1,4,
1,grass,1,10,
1,grass,1,11,
1,grass,1,14,
1,grass,1,15,
1,grass,1,19,
1,grass,1,21,
1,grass,1,22,
1,grass,1,25,
1,grass,1,28,
1,grass,1,32,
1,grass,1,33,
1,grass,1,34,
1,grass,1,37,
1,grass,1,38,
1,grass,1,40,
1,grass,1,47,
1,grass,1,48,
1,grass,2,1,
1,grass,2,2,
1,grass,2,3,
1,grass,2,5,
1,grass,2,6,
1,grass,2,7,
1,grass,2,9,
1,grass,2,10,
1,grass,2,13,
1,grass,2,14,
1,grass,2,15,
1,grass,2,16,
1,grass,2,18,
1,grass,2,19,
1,grass,2,20,
1,grass,2,22,
1,grass,2,23,
1,grass,2,25,
1,grass,2,26,
1,grass,2,32,
1,grass,2,33,
1,grass,2,34,
1,grass,2,35,
1,grass,2,37,
1,grass,2,43,
1,grass,2,44,
1,grass,3,0,
1,grass,3,1,
1,grass,3,4,
1,grass,3,5,
1,grass,3,7,
1,grass,3,9,
1,grass,3,11,
1,grass,3,12,
1,grass,3,15,
1,grass,3,18,
1,grass,3,21,
1,grass,3,23,
1,grass,3,26,
1,grass,3,27,
1,grass,3,29,
1,grass,3,32,
1,grass,3,35,
1,grass,3,39,
1,grass,3,43,
1,grass,3,44,
1,grass,3,45,
1,grass,3,46,
1,grass,3,49,
1,grass,4,1,
1,grass,4,2,
1,grass,4,4,
1,grass,4,5,
1,grass,4,6,
1,grass,4,9,
1,grass,4,10,
1,grass,4,13,
1,grass,4,14,
1,grass,4,15,
1,grass,4,18,
1,grass,4,20,
1,grass,4,22,
1,grass,4,23,
1,grass,4,24,
1,grass,4,29,
1,grass,4,31,
1,grass,4,32,
1,grass,4,33,
1,grass,4,34,
1,grass,4,37,
1,grass,4,39,
1,grass,4,40,
1,grass,4,41,
1,grass,4,45,
1,grass,4,46,
1,grass,4,48,
1,grass,4,49,
1,grass,5,0,
1,grass,5,2,
1,grass,5,4,
1,grass,5,11,
1,grass,5,13,
1,grass,5,15,
1,grass,5,19,
1,grass,5,23,
1,grass,5,28,
1,grass,5,29,
1,grass,5,31,
1,grass,5,34,
1,grass,5,35,
1,grass,5,36,
1,grass,5,37,
1,grass,5,38,
1,grass,5,39,
1,grass,5,42,
1,grass,5,47,
1,grass,5,48,
1,grass,5,49,
1,grass,6,0,
1,grass,6,2,
1,grass,6,5,
1,grass,6,8,
1,grass,6,10,
1,grass,6,11,
1,grass,6,15,
1,grass,6,16,
1,grass,6,17,
1,grass,6,21,
1,grass,6,22,
1,grass,6,24,
1,grass,6,26,
1,grass,6,28,
1,grass,6,29,
1,grass,6,32,
1,grass,6,34,
1,grass,6,35,
1,grass,6,36,
1,grass,6,39,
1,grass,6,40,
1,grass,6,41,
1,grass,6,42,
1,grass,6,43,
1,grass,6,44,
1,grass,6,46,
1,grass,6,48,
1,grass,6,49,
1,grass,7,0,
1,grass,7,2,
1,grass,7,3,
1,grass,7,5,
1,grass,7,11,
1,grass,7,12,
1,grass,7,14,
1,grass,7,17,
1,grass,7,21,
1,grass,7,22,
1,grass,7,24,
1,grass,7,25,
1,grass,7,27,
1,grass,7,28,
1,grass,7,34,
1,grass,7,35,
1,grass,7,40,
1,grass,7,43,
1,grass,7,44,
1,grass,7,47,
1,grass,8,0,
1,grass,8,1,
1,grass,8,2,
1,grass,8,4,
1,grass,8,7,
1,grass,8,10,
1,grass,8,11,
1,grass,8,12,
1,grass,8,13,
1,grass,8,14,
1,grass,8,15,
1,grass,8,16,
1,grass,8,18,
1,grass,8,19,
1,grass,8,20,
1,grass,8,22,
1,grass,8,23,
1,grass,8,25,
1,grass,8,28,
1,grass,8,29,
1,grass,8,32,
1,grass,8,34,
1,grass,8,35,
1,grass,8,36,
1,grass,8,37,
1,grass,8,39,
1,grass,8,40,
1,grass,8,41,
1,grass,8,42,
1,grass,8,43,
1,grass,8,45,
1,grass,8,47,
1,grass,8,49,
1,grass,9,2,
1,grass,9,4,
1,grass,9,6,
1,grass,9,7,
1,grass,9,8,
1,grass,9,9,
1,grass,9,10,
1,grass,9,12,
1,grass,9,13,
1,grass,9,15,
1,grass,9,17,
1,grass,9,21,
1,grass,9,23,
1,grass,9,26,
1,grass,9,28,
1,grass,9,30,
1,grass,9,33,
1,grass,9,34,
1,grass,9,35,
1,grass,9,39,
1,grass,9,40,
1,grass,9,42,
1,grass,9,45,
1,grass,9,48,
1,grass,10,2,
1,grass,10,5,
1,grass,10,6,
1,grass,10,8,
1,grass,10,9,
1,grass,10,11,
1,grass,10,13,
1,grass,10,15,
1,grass,10,16,
1,grass,10,18,
1,grass,10,19,
1,grass,10,20,
1,grass,10,21,
1,grass,10,24,
1,grass,10,32,
1,grass,10,33,
1,grass,10,34,
1,grass,10,35,
1,grass,10,36,
1,grass,10,37,
1,grass,10,38,
1,grass,10,41,
1,grass,10,45,
1,grass,10,49,
1,grass,11,6,
1,grass,11,7,
1,grass,11,8,
1,grass,11,9,
1,grass,11,10,
1,grass,11,13,
1,grass,11,16,
1,grass,11,17,
1,grass,11,19,
1,grass,11,20,
1,grass,11,21,
1,grass,11,22,
1,grass,11,26,
1,grass,11,29,
1,grass,11,30,
1,grass,11,32,
1,grass,11,33,
1,grass,11,34,
1,grass,11,35,
1,grass,11,36,
1,grass,11,38,
1,grass,11,41,
1,grass,11,44,
1,grass,11,45,
1,grass,11,46,
1,grass,11,48,
1,grass,11,49,
1,grass,12,0,
1,grass,12,4,
1,grass,12,5,
1,grass,12,7,
1,grass,12,10,
1,grass,12,11,
1,grass,12,13,
1,grass,12,15,
1,grass,12,16,
1,grass,12,18,
1,grass,12,19,
1,grass,12,20,
1,grass,12,23,
1,grass,12,24,
1,grass,12,28,
1,grass,12,29,
1,grass,12,30,
1,grass,12,32,
1,grass,12,34,
1,grass,12,38,
1,grass,12,43,
1,grass,12,44,
1,grass,12,46,
1,grass,12,49,
1,grass,13,0,
1,grass,13,3,
1,grass,13,5,
1,grass,13,7,
1,grass,13,9,
1,grass,13,10,
1,grass,13,12,
1,grass,13,13,
1,grass,13,15,
1,grass,13,16,
1,grass,13,19,
1,grass,13,22,
1,grass,13,23,
1,grass,13,24,
1,grass,13,26,
1,grass,13,27,
1,grass,13,28,
1,grass,13,33,
1,grass,13,34,
1,grass,13,35,
1,grass,13,40,
1,grass,13,41,
1,grass,13,42,
1,grass,13,43,
1,grass,13,44,
1,grass,13,48,
1,grass,14,3,
1,grass,14,4,
1,grass,14,5,
1,grass,14,7,
1,grass,14,10,
1,grass,14,12,
1,grass,14,15,
1,grass,14,18,
1,grass,14,19,
1,grass,14,20,
1,grass,14,25,
1,grass,14,27,
1,grass,14,28,
1,grass,14,30,
1,grass,14,33,
1,grass,14,34,
1,grass,14,35,
1,grass,14,38,
1,grass,14,39,
1,grass,14,40,
1,grass,14,41,
1,grass,14,42,
1,grass,14,43,
1,grass,14,46,
1,grass,14,47,
1,grass,15,8,
1,grass,15,9,
1,grass,15,11,
1,grass,15,16,
1,grass,15,18,
1,grass,15,20,
1,grass,15,23,
1,grass,15,29,
1,grass,15,31,
1,grass,15,32,
1,grass,15,33,
1,grass,15,36,
1,grass,15,37,
1,grass,15,39,
1,grass,15,40,
1,grass,15,42,
1,grass,15,43,
1,grass,15,44,
1,grass,15,45,
1,grass,15,46,
1,grass,16,0,
1,grass,16,1,
1,grass,16,2,
1,grass,16,4,
1,grass,16,6,
1,grass,16,7,
1,grass,16,8,
1,grass,16,9,
1,grass,16,10,
1,grass,16,14,
1,grass,16,15,
1,grass,16,23,
1,grass,16,25,
1,grass,16,26,
1,grass,16,27,
1,grass,16,29,
1,grass,16,31,
1,grass,16,33,
1,grass,16,35,
1,grass,16,38,
1,grass,16,39,
1,grass,16,44,
1,grass,16,45,
1,grass,16,46,
1,grass,16,47,
1,grass,16,48,
1,grass,16,49,
1,grass,17,0,
1,grass,17,1,
1,grass,17,2,
1,grass,17,4,
1,grass,17,7,
1,grass,17,8,
1,grass,17,14,
1,grass,17,15,
1,grass,17,16,
1,grass,17,19,
1,grass,17,21,
1,grass,17,22,
1,grass,17,23,
1,grass,17,25,
1,grass,17,29,
1,grass,17,30,
1,grass,17,31,
1,grass,17,36,
1,grass,17,37,
1,grass,17,40,
1,grass,17,41,
1,grass,17,42,
1,grass,17,43,
1,grass,17,45,
1,grass,17,47,
1,grass,17,49,
1,grass,18,1,
1,grass,18,2,
1,grass,18,5,
1,grass,18,6,
1,grass,18,8,
1,grass,18,10,
1,grass,18,13,
1,grass,18,15,
1,grass,18,18,
1,grass,18,21,
1,grass,18,22,
1,grass,18,23,
1,grass,18,26,
1,grass,18,31,
1,grass,18,37,
1,grass,18,38,
1,grass,18,39,
1,grass,18,41,
1,grass,18,42,
1,grass,18,45,
1,grass,18,46,
1,grass,19,1,
1,grass,19,2,
1,grass,19,4,
1,grass,19,6,
1,grass,19,7,
1,grass,19,10,
1,grass,19,12,
1,grass,19,13,
1,grass,19,14,
1,grass,19,16,
1,grass,19,17,
1,grass,19,21,
1,grass,19,23,
1,grass,19,25,
1,grass,19,27,
1,grass,19,30,
1,grass,19,31,
1,grass,19,33,
1,grass,19,35,
1,grass,19,37,
1,grass,19,38,
1,grass,19,39,
1,grass,19,42,
1,grass,19,44,
1,grass,19,47,
1,grass,20,0,
1,grass,20,2,
1,grass,20,5,
1,grass,20,8,
1,grass,20,10,
1,grass,20,11,
1,grass,20,13,
1,grass,20,14,
1,grass,20,16,
1,grass,20,18,
1,grass,20,19,
1,grass,20,21,
1,grass,20,22,
1,grass,20,23,
1,grass,20,27,
1,grass,20,33,
1,grass,20,34,
1,grass,20,42,
1,grass,20,44,
1,grass,20,45,
1,grass,20,46,
1,grass,20,47,
1,grass,21,0,
1,grass,21,1,
1,grass,21,2,
1,grass,21,4,
1,grass,21,5,
1,grass,21,7,
1,grass,21,8,
1,grass,21,11,
1,grass,21,12,
1,grass,21,19,
1,grass,21,21,
1,grass,21,23,
1,grass,21,24,
1,grass,21,25,
1,grass,21,30,
1,grass,21,33,
1,grass,21,34,
1,grass,21,36,
1,grass,21,37,
1,grass,21,38,
1,grass,21,39,
1,grass,21,40,
1,grass,21,41,
1,grass,21,42,
1,grass,21,43,
1,grass,21,45,
1,grass,22,0,
1,grass,22,2,
1,grass,22,3,
1,grass,22,4,
1,grass,22,6,
1,grass,22,7,
1,grass,22,9,
1,grass,22,10,
1,grass,22,16,
1,grass,22,25,
1,grass,22,28,
1,grass,22,29,
1,grass,22,33,
1,grass,22,37,
1,grass,22,38,
1,grass,22,39,
1,grass,22,40,
1,grass,22,41,
1,grass,22,42,
1,grass,22,43,
1,grass,22,45,
1,grass,22,47,
1,grass,22,48,
1,grass,23,0,
1,grass,23,1,
1,grass,23,5,
1,grass,23,11,
1,grass,23,12,
1,grass,23,13,
1,grass,23,15,
1,grass,23,17,
1,grass,23,18,
1,grass,23,19,
1,grass,23,20,
1,grass,23,22,
1,grass,23,25,
1,grass,23,28,
1,grass,23,29,
1,grass,23,31,
1,grass,23,36,
1,grass,23,38,
1,grass,23,39,
1,grass,23,42,
1,grass,23,44,
1,grass,23,46,
1,grass,23,48,
1,grass,24,1,
1,grass,24,3,
1,grass,24,4,
1,grass,24,8,
1,grass,24,9,
1,grass,24,10,
1,grass,24,14,
1,grass,24,17,
1,grass,24,19,
1,grass,24,21,
1,grass,24,24,
1,grass,24,29,
1,grass,24,32,
1,grass,24,34,
1,grass,24,36,
1,grass,24,37,
1,grass,24,38,
1,grass,24,39,
1,grass,24,40,
1,grass,24,42,
1,grass,24,45,
1,grass,24,46,
1,grass,24,47,
1,grass,24,49,
1,grass,25,0,
1,grass,25,2,
1,grass,25,3,
1,grass,25,5,
1,grass,25,7,
1,grass,25,8,
1,grass,25,10,
1,grass,25,12,
1,grass,25,15,
1,grass,25,16,
1,grass,25,18,
1,grass,25,19,
1,grass,25,21,
1,grass,25,22,
1,grass,25,30,
1,grass,25,31,
1,grass,25,33,
1,grass,25,34,
1,grass,25,37,
1,grass,25,39,
1,grass,25,40,
1,grass,25,41,
1,grass,25,42,
1,grass,25,43,
1,grass,25,44,
1,grass,25,45,
1,grass,25,48,
1,grass,26,0,
1,grass,26,1,
1,grass,26,2,
1,grass,26,3,
1,grass,26,5,
1,grass,26,6,
1,grass,26,8,
1,grass,26,11,
1,grass,26,12,
1,grass,26,13,
1,grass,26,14,
1,grass,26,15,
1,grass,26,16,
1,grass,26,18,
1,grass,26,19,
1,grass,26,20,
1,grass,26,21,
1,grass,26,23,
1,grass,26,24,
1,grass,26,25,
1,grass,26,26,
1,grass,26,28,
1,grass,26,30,
1,grass,26,32,
1,grass,26,33,
1,grass,26,37,
1,grass,26,38,
1,grass,26,40,
1,grass,26,41,
1,grass,26,46,
1,grass,26,47,
1,grass,26,49,
1,grass,27,0,
1,grass,27,1,
1,grass,27,2,
1,grass,27,3,
1,grass,27,4,
1,grass,27,6,
1,grass,27,8,
1,grass,27,9,
1,grass,27,10,
1,grass,27,11,
1,grass,27,12,
1,grass,27,13,
1,grass,27,15,
1,grass,27,16,
1,grass,27,17,
1,grass,27,19,
1,grass,27,21,
1,grass,27,23,
1,grass,27,25,
1,grass,27,28,
1,grass,27,29,
1,grass,27,30,
1,grass,27,32,
1,grass,27,33,
1,grass,27,38,
1,grass,27,39,
1,grass,27,42,
1,grass,27,43,
1,grass,27,44,
1,grass,27,45,
1,grass,27,47,
1,grass,27,48,
1,grass,27,49,
1,grass,28,1,
